,furnishing,bathrooms,facing,security_numeric,price_numeric,built_up_area_numeric_in_sq_ft,balcony_numeric,floor_number,total_floors,age_numeric,AC,Bed,CCTV,Cupboard,Fridge,Geyser,Intercom,Microwave,Not Found,Sofa,Stove,TV,Washing Machine,+10,+2,+5,+7,Garden,Gas Pipeline,Gated Community,Gym,Intercom,Kids Area,Lift,Not Found,Parking,Pet Allowed,Pool,Power Backup,Sports Facility,Water Supply
894,Fully Furnished,2,East,180000.0,64000,900,0,2,4,14,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1
896,Semi Furnished,2,North-East,200000.0,65000,615,0,10,20,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
897,Semi Furnished,2,North-East,200000.0,65000,612,0,5,20,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
898,Semi Furnished,2,North-East,200000.0,66000,635,0,7,20,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
899,Fully Furnished,1,North-East,100000.0,34000,550,0,2,5,15,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1
901,Fully Furnished,2,North-East,150000.0,55000,750,0,2,3,10,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1
902,Semi Furnished,1,North-East,100000.0,35000,525,0,0,4,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
903,Fully Furnished,2,North,200000.0,60000,800,1,5,7,15,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1
904,Semi Furnished,3,North,400000.0,120000,1400,0,13,18,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1
905,Unfurnished,2,East,100000.0,36000,500,1,3,3,15,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
906,Unfurnished,2,West,150000.0,70000,750,0,12,22,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
907,Unfurnished,2,West,150000.0,50000,450,0,12,22,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
908,Semi Furnished,2,East,250000.0,59000,850,1,4,8,5,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
909,Unfurnished,2,East,150000.0,44000,650,0,10,20,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
910,Fully Furnished,3,East,250000.0,92000,1200,0,8,9,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
911,Unfurnished,2,East,150000.0,45000,650,0,9,22,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1
912,Semi Furnished,3,East,300000.0,95000,1000,1,20,21,10,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
913,Fully Furnished,2,East,150000.0,54800,980,0,4,7,9,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
914,Unfurnished,2,East,100000.0,50000,450,0,9,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
915,Unfurnished,2,East,180000.0,54000,950,0,3,12,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
916,Semi Furnished,2,East,100000.0,36000,680,0,3,7,7,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
917,Fully Furnished,2,East,200000.0,65000,980,0,3,7,7,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1
918,Fully Furnished,3,West,800000.0,200000,1350,1,5,34,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
919,Semi Furnished,2,East,800000.0,140000,1150,1,12,30,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
920,Fully Furnished,2,West,350000.0,110000,850,1,12,24,20,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
921,Fully Furnished,2,East,150000.0,57000,900,0,5,7,11,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1
922,Unfurnished,3,East,180000.0,70000,1000,0,7,12,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
923,Semi Furnished,2,North,400000.0,110000,950,0,4,7,15,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1
924,Unfurnished,3,East,500000.0,150000,1857,1,26,33,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
925,Fully Furnished,3,East,500000.0,130000,1857,1,30,33,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
926,Fully Furnished,3,East,500000.0,150000,1857,1,25,33,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
927,Fully Furnished,4,East,600000.0,170000,1755,0,18,22,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
928,Fully Furnished,2,East,300000.0,100000,715,0,12,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
930,Semi Furnished,2,East,150000.0,53000,925,0,12,13,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1
931,Fully Furnished,2,East,190000.0,63900,1100,1,1,2,13,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1
932,Unfurnished,2,West,250000.0,75000,800,1,12,14,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1
933,Unfurnished,2,West,200000.0,75000,850,1,4,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
934,Fully Furnished,3,East,500000.0,150000,1335,1,15,29,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
935,Fully Furnished,3,East,500000.0,150000,1850,1,18,23,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
936,Semi Furnished,2,East,250000.0,90000,665,0,4,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
937,Fully Furnished,2,East,200000.0,90000,665,0,6,15,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
938,Fully Furnished,3,East,500000.0,155000,1357,1,22,29,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
939,Fully Furnished,3,East,500000.0,150000,1179,1,18,29,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
940,Unfurnished,1,South-West,150000.0,48000,550,0,2,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
941,Fully Furnished,4,East,500000.0,180000,1650,1,28,31,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
942,Fully Furnished,2,East,300000.0,95000,578,0,11,15,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
943,Semi Furnished,2,West,150000.0,70000,785,1,6,11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
944,Semi Furnished,2,East,500000.0,125000,1300,0,21,37,5,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
945,Semi Furnished,2,North-East,200000.0,76000,650,0,8,22,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
946,Unfurnished,1,North,150000.0,55000,600,0,10,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
947,Fully Furnished,3,West,600000.0,215000,1000,1,11,30,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
948,Semi Furnished,2,North,300000.0,90000,950,0,5,7,15,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1
949,Fully Furnished,2,North,200000.0,65000,950,1,8,19,8,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1
950,Fully Furnished,3,East,700000.0,175000,1750,1,7,24,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
951,Fully Furnished,2,North,1000000.0,200000,1250,0,2,37,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0
952,Unfurnished,2,East,600000.0,160000,1250,1,24,33,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
953,Unfurnished,3,East,800000.0,170000,1750,1,22,24,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
954,Fully Furnished,1,North,200000.0,57000,600,0,4,22,15,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1
955,Fully Furnished,2,East,300000.0,85000,860,1,9,16,12,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
956,Semi Furnished,2,East,300000.0,110000,1000,1,6,14,20,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1
957,Semi Furnished,2,West,300000.0,80000,1000,1,15,27,15,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1
958,Semi Furnished,2,West,400000.0,125000,1100,1,13,25,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1
959,Fully Furnished,3,East,450000.0,170000,1550,1,12,21,12,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
960,Semi Furnished,2,West,400000.0,125000,1000,1,13,29,5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1
961,Semi Furnished,2,West,300000.0,85000,800,0,7,21,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1
962,Semi Furnished,2,East,250000.0,70000,1000,0,1,12,25,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
963,Fully Furnished,1,North,100000.0,45000,450,0,10,14,15,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1
964,Fully Furnished,3,North,300000.0,105000,1350,0,4,12,15,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1
965,Fully Furnished,2,North,300000.0,95000,1200,0,4,7,15,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1
966,Semi Furnished,2,East,250000.0,70000,750,0,4,13,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
967,Semi Furnished,2,East,200000.0,55000,650,0,5,7,15,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1
968,Semi Furnished,3,North-East,300000.0,100000,1400,0,5,12,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
969,Semi Furnished,3,West,350000.0,115000,1400,1,8,13,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
970,Fully Furnished,2,West,400000.0,125000,1000,1,11,18,10,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1
971,Semi Furnished,2,West,250000.0,70000,585,1,15,35,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1
972,Unfurnished,1,North,150000.0,48000,600,0,4,7,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
973,Unfurnished,2,East,130000.0,41000,410,0,5,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
974,Unfurnished,2,North,200000.0,65000,850,0,11,18,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
975,Fully Furnished,1,East,100000.0,40000,650,0,1,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
976,Semi Furnished,2,South-East,160000.0,55000,600,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
977,Fully Furnished,2,East,100000.0,39000,650,0,3,3,15,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1
978,Fully Furnished,2,North,300000.0,80000,800,0,4,16,7,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1
